,P,Exp P,Log P,Log Exp P
296,0.93883450094774,0.9278996865203761,0.027,0.032
282,0.94217801043402,0.9310344827586207,0.026,0.031
208,0.948045740711424,0.9341692789968652,0.023,0.03
136,0.952312158396964,0.9373040752351097,0.021,0.028
80,0.956113242863517,0.9404388714733543,0.019,0.027
39,0.958314750903813,0.9435736677115988,0.018,0.025
205,0.958542630121067,0.9467084639498433,0.018,0.024
104,0.963006097685605,0.9498432601880877,0.016,0.022
184,0.964163152707286,0.9529780564263323,0.016,0.021
165,0.970948943478348,0.9561128526645768,0.013,0.019
16,0.971099941981888,0.9592476489028213,0.013,0.018
70,0.971361786881431,0.9623824451410659,0.013,0.017
175,0.971464716821557,0.9655172413793104,0.013,0.015
56,0.97371794047741,0.9686520376175548,0.012,0.014
86,0.97435675070425,0.9717868338557993,0.011,0.012
226,0.978080842356349,0.9749216300940439,0.01,0.011
7,0.978322414093652,0.9780564263322884,0.01,0.01
249,0.979544102031227,0.9811912225705329,0.009,0.008
118,0.982449003475791,0.9843260188087775,0.008,0.007
294,0.987153467511842,0.987460815047022,0.006,0.005
53,0.990522602407033,0.9905956112852664,0.004,0.004
130,0.995717834900359,0.9937304075235109,0.002,0.003
178,0.996517115498498,0.9968652037617555,0.002,0.001
186,1.0,1.0,-0.0,-0.0
